INSERT INTO purchases (purchase_date, price, supplier_id, emp_id) VALUES
('2025-08-01', 5904079, 1, 28),
('2025-01-10', 6214917, 13, 18),
('2024-09-08', 9928754, 13, 17),
('2024-02-19', 3784448, 2, 3),
('2025-08-12', 1895433, 12, 4),
('2023-03-25', 4874940, 10, 17),
('2024-11-30', 1008271, 20, 23),
('2025-06-10', 5264817, 10, 20),
('2023-01-12', 7009693, 5, 27),
('2025-03-02', 4306788, 19, 1),
('2024-07-21', 4646417, 7, 13),
('2023-05-03', 6434128, 9, 1),
('2024-02-09', 8530375, 10, 14),
('2024-11-12', 8504749, 17, 4),
('2024-11-29', 2447862, 4, 10),
('2025-06-02', 2727546, 7, 2),
('2022-11-27', 7821677, 20, 15),
('2024-01-08', 7925045, 12, 2),
('2024-01-01', 4940274, 11, 30),
('2022-05-06', 9582105, 12, 14),
('2022-05-17', 4957582, 4, 22),
('2022-08-02', 9513881, 17, 13),
('2022-06-14', 1089701, 12, 29),
('2023-12-09', 4700176, 16, 1),
('2024-08-07', 6036286, 15, 22),
('2022-05-06', 9581482, 20, 26),
('2025-07-06', 4230754, 1, 18),
('2023-03-31', 3167171, 17, 26),
('2023-11-05', 9288297, 10, 14),
('2024-04-24', 7387158, 1, 27),
('2022-05-02', 9718171, 10, 12),
('2022-06-09', 1961299, 14, 2),
('2023-11-25', 2413188, 9, 25),
('2023-09-13', 2646598, 20, 23),
('2025-05-14', 9255293, 9, 6),
('2022-06-29', 8789488, 10, 19),
('2022-09-29', 9785067, 17, 5),
('2022-07-05', 2795297, 19, 20),
('2025-05-06', 1766272, 15, 7),
('2025-09-22', 9641829, 19, 21),
('2024-10-19', 7246909, 15, 24),
('2025-03-03', 6013011, 19, 7),
('2022-04-30', 2707360, 3, 22),
('2022-07-16', 1681710, 8, 6),
('2024-05-30', 7308727, 13, 14),
('2024-08-09', 6551106, 12, 8),
('2024-01-28', 3140430, 14, 17),
('2024-10-09', 7507352, 2, 14),
('2022-06-17', 9428285, 11, 17),
('2025-11-12', 9338367, 12, 23),
('2025-11-20', 8119165, 17, 2),
('2025-07-31', 7051525, 4, 27),
('2024-12-17', 5303784, 9, 27),
('2025-08-13', 5391791, 13, 9),
('2023-09-15', 1230281, 1, 30),
('2023-01-06', 9553669, 4, 9),
('2023-02-07', 6445059, 1, 4),
('2023-09-21', 4669100, 9, 13),
('2022-07-29', 5895793, 7, 16),
('2025-09-27', 784318, 6, 8),
('2025-02-19', 2585443, 12, 18),
('2022-12-30', 7936375, 14, 5),
('2022-06-18', 7487082, 12, 29),
('2023-11-25', 1433964, 6, 27),
('2025-02-25', 1038563, 3, 20),
('2023-10-13', 9168172, 1, 6),
('2025-08-23', 5721864, 4, 17),
('2023-02-14', 794395, 17, 23),
('2022-08-21', 6561594, 7, 5),
('2023-01-02', 4020979, 18, 16),
('2024-09-21', 6467342, 10, 22),
('2025-01-05', 9101655, 3, 10),
('2023-11-28', 5365394, 17, 22),
('2024-06-21', 4241658, 20, 26),
('2023-04-14', 8522412, 1, 12),
('2023-12-29', 3495772, 12, 25),
('2025-11-30', 3314226, 9, 28),
('2023-01-30', 5887089, 10, 23),
('2023-06-06', 885220, 10, 7),
('2024-01-17', 9530482, 13, 22),
('2023-04-01', 857032, 9, 30),
('2025-03-02', 9824057, 5, 11),
('2023-06-30', 7038613, 16, 20),
('2022-08-25', 7585554, 7, 13),
('2023-12-18', 9849740, 18, 17),
('2023-08-21', 8401786, 5, 11),
('2025-07-08', 6966415, 19, 11),
('2023-12-05', 9373435, 2, 9),
('2022-05-29', 1888563, 1, 8),
('2025-12-05', 5620174, 17, 28),
('2024-08-21', 9977464, 20, 21),
('2024-03-22', 1874588, 10, 3),
('2025-04-19', 6543391, 13, 5),
('2023-10-21', 522032, 13, 3),
('2025-01-03', 8248557, 6, 26),
('2025-10-03', 9956807, 4, 12),
('2025-02-15', 8087356, 13, 1),
('2025-03-21', 2773501, 12, 3),
('2025-10-07', 5726431, 15, 25),
('2023-01-24', 558752, 3, 8),
('2022-01-23', 2682721, 12, 17),
('2025-10-10', 5527812, 4, 27),
('2023-06-14', 4425094, 18, 29),
('2022-07-22', 7821094, 2, 20),
('2024-10-19', 1239560, 11, 28),
('2025-05-05', 1438315, 18, 19),
('2025-09-19', 1573311, 1, 5),
('2023-08-10', 9034597, 16, 7),
('2025-01-27', 4248858, 13, 24),
('2022-08-08', 2907783, 11, 2),
('2025-12-02', 1976021, 4, 29),
('2022-03-27', 7072732, 16, 6),
('2022-02-11', 8725815, 14, 25),
('2022-06-20', 9588672, 18, 15),
('2025-02-14', 8004406, 17, 26),
('2024-04-17', 8301115, 20, 4),
('2024-04-20', 3906521, 12, 4),
('2023-02-23', 3955295, 13, 26),
('2024-06-16', 3014150, 19, 6),
('2022-04-04', 8102445, 19, 27),
('2024-06-22', 2875642, 11, 6),
('2023-05-22', 587368, 16, 16),
('2022-05-06', 1650527, 20, 17),
('2024-02-16', 8018316, 6, 24),
('2024-06-21', 9215499, 12, 29),
('2023-02-19', 1786443, 17, 5),
('2025-11-16', 8842464, 8, 27),
('2022-07-02', 8786392, 6, 8),
('2022-07-02', 7688859, 15, 27),
('2025-05-29', 2510611, 12, 30),
('2023-09-12', 1330863, 10, 15),
('2025-10-27', 9224973, 2, 23),
('2022-08-14', 7435264, 5, 22),
('2023-11-26', 6487740, 8, 7),
('2022-01-26', 6350482, 8, 29),
('2024-06-30', 2538939, 19, 6),
('2022-06-18', 1956623, 6, 20),
('2022-01-02', 1447209, 3, 6),
('2024-05-18', 1375081, 18, 25),
('2024-11-07', 6252012, 2, 27),
('2025-12-09', 6389086, 9, 8),
('2022-08-16', 711275, 7, 26),
('2024-04-01', 3890965, 5, 7),
('2024-05-11', 2761850, 8, 15),
('2023-12-05', 8090875, 13, 15),
('2024-03-25', 7781572, 19, 11),
('2023-03-22', 1341197, 7, 14),
('2023-09-17', 3251313, 9, 27),
('2024-03-16', 1480089, 11, 25),
('2022-05-23', 2335601, 9, 23),
('2025-10-14', 9897139, 15, 20),
('2022-12-02', 3290217, 9, 17),
('2023-05-31', 3396510, 4, 1),
('2024-09-08', 6260773, 15, 17),
('2023-08-08', 5538483, 7, 12),
('2024-05-06', 8682943, 3, 17),
('2023-10-03', 2201380, 17, 29),
('2022-05-02', 7546667, 17, 16),
('2023-04-03', 5380470, 18, 9),
('2022-06-19', 3917055, 17, 14),
('2023-05-21', 1000586, 13, 14),
('2024-06-26', 694405, 10, 13),
('2022-04-08', 7835871, 10, 4),
('2022-10-29', 8908895, 5, 29),
('2023-08-10', 8680288, 14, 11),
('2025-12-23', 9479904, 13, 20),
('2025-05-07', 4398957, 13, 16),
('2025-08-27', 8896431, 20, 18),
('2024-05-26', 9809043, 11, 12),
('2024-09-01', 7481809, 5, 29),
('2025-04-05', 7298175, 5, 5),
('2025-06-10', 7180196, 5, 14),
('2024-12-27', 2579026, 5, 1),
('2022-12-03', 4721186, 12, 8),
('2022-08-11', 6269410, 17, 30),
('2025-02-25', 1827626, 18, 1),
('2025-08-26', 4411886, 12, 29),
('2025-04-19', 4159643, 1, 19),
('2024-08-09', 7339573, 11, 11),
('2023-07-08', 9132990, 5, 24),
('2024-01-13', 4990905, 8, 2),
('2023-12-06', 8555933, 12, 16),
('2022-08-10', 6857742, 2, 24),
('2025-08-27', 3668229, 9, 18),
('2023-07-18', 4421316, 10, 16),
('2024-08-30', 6211752, 2, 9),
('2025-05-05', 2653492, 13, 28),
('2024-12-08', 2683161, 9, 30),
('2024-02-10', 3929310, 5, 6),
('2022-08-09', 924067, 7, 12),
('2025-11-10', 3956428, 14, 10),
('2025-12-09', 9298197, 10, 25),
('2022-05-31', 1573657, 8, 23),
('2022-11-02', 4951311, 14, 23),
('2022-10-01', 9790132, 17, 15),
('2023-08-02', 870460, 19, 21),
('2022-03-23', 5988731, 15, 14),
('2023-05-29', 7829586, 11, 11),
('2024-12-29', 6631973, 9, 24),
('2023-11-17', 8271349, 6, 14),
('2023-06-20', 3450088, 20, 23),
('2022-07-04', 3412199, 2, 28),
('2024-10-07', 2783542, 20, 16),
('2022-04-18', 1347867, 7, 6),
('2025-03-04', 5730789, 17, 17),
('2022-10-06', 6108708, 5, 25),
('2024-07-29', 8116548, 20, 28),
('2025-05-15', 9155543, 1, 29),
('2023-02-14', 2715746, 10, 17),
('2023-08-19', 3652455, 5, 11),
('2023-04-13', 7022442, 9, 13),
('2024-10-18', 5762637, 7, 30),
('2024-05-11', 6570221, 9, 17),
('2022-06-04', 2264131, 11, 10),
('2024-02-02', 2130081, 15, 2),
('2024-08-15', 8082101, 20, 19),
('2023-12-11', 2048671, 20, 21),
('2023-08-17', 1180371, 16, 17),
('2025-07-16', 7603184, 1, 29),
('2024-10-11', 5557819, 19, 21),
('2024-01-25', 3696584, 6, 3),
('2024-12-26', 9044451, 15, 4),
('2023-12-12', 6294201, 5, 15),
('2022-07-22', 6621077, 11, 18),
('2024-04-02', 6569605, 9, 28),
('2024-05-03', 6924897, 6, 1),
('2025-08-29', 5821118, 4, 8),
('2025-12-13', 1129738, 8, 26),
('2024-01-18', 4112842, 19, 9),
('2024-10-30', 8922301, 10, 18),
('2023-08-11', 9608925, 2, 20),
('2025-04-24', 3700779, 18, 26),
('2022-07-22', 3092305, 7, 25),
('2023-07-19', 5164794, 5, 22),
('2024-02-21', 1394473, 20, 6),
('2023-05-11', 5330266, 8, 20),
('2022-01-03', 7436948, 16, 18),
('2023-09-09', 1970523, 20, 30),
('2022-10-23', 6868945, 8, 16),
('2024-09-27', 9039704, 11, 8),
('2024-01-17', 5023056, 3, 18),
('2024-10-13', 5891281, 5, 2),
('2025-03-01', 1879989, 14, 25),
('2022-08-26', 4461355, 11, 24),
('2025-03-31', 5488534, 16, 2),
('2022-04-05', 9523331, 18, 30),
('2022-02-03', 6164394, 7, 18),
('2023-08-15', 1097385, 8, 15),
('2025-10-27', 3849101, 17, 3),
('2023-07-25', 5029630, 10, 13),
('2022-07-03', 5292071, 16, 18),
('2023-03-08', 5423903, 6, 6),
('2022-06-29', 8484217, 18, 16),
('2023-04-25', 5911371, 1, 8),
('2022-02-05', 9958383, 14, 21),
('2023-04-06', 9050791, 12, 5),
('2025-06-28', 814633, 14, 21),
('2024-01-27', 3234600, 9, 21),
('2023-12-04', 7693605, 5, 16),
('2025-02-15', 2375450, 19, 13),
('2023-07-12', 4278738, 2, 19),
('2022-11-04', 8835242, 13, 10),
('2025-09-05', 1218646, 3, 8),
('2023-10-13', 3621446, 16, 22),
('2022-05-03', 6598951, 16, 21),
('2022-07-22', 829572, 14, 4),
('2025-08-04', 9740978, 3, 12),
('2024-03-11', 2469415, 13, 25),
('2024-04-01', 9478175, 9, 1),
('2022-04-09', 4047856, 13, 12),
('2025-07-02', 9649933, 10, 9),
('2025-09-16', 9700130, 14, 10),
('2023-04-30', 3301119, 14, 13),
('2025-01-30', 8808606, 10, 14),
('2025-10-30', 3745239, 7, 19),
('2023-09-28', 6683937, 14, 29),
('2023-12-08', 8299306, 14, 21),
('2023-12-27', 3451074, 7, 2),
('2024-08-01', 8887598, 12, 28),
('2025-05-11', 1473812, 16, 14),
('2025-05-08', 2103686, 4, 23),
('2022-06-20', 1034028, 4, 7),
('2025-02-03', 6475060, 14, 18),
('2022-09-11', 9630759, 8, 21),
('2024-10-28', 4233889, 3, 15),
('2025-03-31', 6588440, 17, 23),
('2025-01-21', 9744337, 8, 28),
('2023-10-03', 5400246, 10, 30),
('2022-10-21', 6041023, 16, 11),
('2022-05-15', 7457744, 3, 25),
('2024-06-15', 5273109, 4, 2),
('2024-12-10', 2120443, 16, 7),
('2024-12-07', 4527597, 14, 23),
('2024-10-17', 8659999, 9, 6),
('2022-12-15', 4307319, 4, 11),
('2022-07-02', 5176593, 7, 11),
('2022-08-25', 3630386, 14, 18),
('2022-10-15', 1390218, 6, 26),
('2025-09-17', 6057962, 15, 24),
('2024-03-06', 1950227, 19, 1),
('2025-09-13', 7453804, 10, 24),
('2024-08-14', 8324000, 18, 23),
('2022-10-31', 9012258, 9, 5),
('2022-08-17', 7299306, 9, 8),
('2025-12-07', 6094764, 11, 4),
('2023-05-22', 1257313, 12, 13),
('2024-01-20', 1655300, 13, 28),
('2023-03-11', 2882126, 12, 21),
('2023-12-01', 8798144, 17, 6),
('2025-06-20', 8761502, 19, 10),
('2023-09-07', 7492442, 6, 12),
('2023-06-08', 9120938, 19, 19),
('2023-11-30', 2653347, 7, 16),
('2025-08-26', 9379521, 16, 1),
('2025-09-17', 7026798, 3, 8),
('2023-05-31', 1684148, 12, 20),
('2025-11-12', 2795088, 3, 17),
('2024-11-20', 7568183, 3, 21),
('2022-03-09', 7433280, 8, 9),
('2022-01-04', 9737496, 16, 9),
('2022-11-14', 5349928, 18, 24),
('2024-08-06', 7325594, 6, 18),
('2025-03-21', 2091165, 19, 29),
('2022-11-07', 8364915, 19, 3),
('2025-12-06', 3662031, 12, 10),
('2025-03-30', 665551, 7, 18),
('2023-07-23', 4173319, 15, 4),
('2023-12-13', 4846702, 17, 14),
('2025-02-17', 2875782, 2, 8),
('2023-04-06', 8452087, 16, 4),
('2022-11-02', 3662839, 14, 20),
('2023-06-10', 4817021, 15, 29),
('2024-07-29', 3180375, 2, 7),
('2022-10-23', 7394418, 3, 11),
('2022-01-26', 3306696, 9, 16),
('2025-06-16', 3188939, 7, 8),
('2025-11-12', 3416996, 12, 1),
('2025-10-25', 5410413, 1, 11),
('2024-06-29', 1540239, 4, 23),
('2025-04-02', 3891023, 3, 17),
('2025-01-30', 879797, 1, 16),
('2025-09-07', 3522895, 2, 16),
('2024-01-29', 8748201, 19, 9),
('2022-06-06', 3511646, 13, 12),
('2025-06-02', 2176483, 19, 18),
('2023-09-10', 8014720, 8, 5),
('2025-01-12', 4842398, 14, 11),
('2025-12-19', 6908065, 14, 15),
('2024-12-13', 6267537, 7, 30),
('2023-04-14', 811186, 10, 14),
('2022-06-24', 4709507, 2, 25),
('2023-03-13', 9131738, 2, 30),
('2023-05-11', 2406771, 16, 17),
('2023-09-13', 9217134, 14, 10),
('2023-12-22', 1651774, 8, 28),
('2024-04-02', 5748748, 6, 23),
('2022-03-15', 5982003, 4, 13),
('2022-07-02', 9981201, 2, 23),
('2024-08-20', 5462233, 13, 4),
('2022-01-04', 8030705, 9, 5),
('2023-08-30', 5153570, 20, 13),
('2023-10-31', 5551078, 6, 6),
('2025-11-18', 4496251, 19, 1),
('2023-11-19', 5001671, 15, 2),
('2022-03-26', 6110860, 19, 5),
('2025-01-17', 7978621, 18, 15),
('2022-12-19', 6336894, 13, 25),
('2025-06-26', 4714441, 20, 29),
('2023-01-05', 3439170, 18, 29),
('2024-10-18', 6846157, 5, 13),
('2025-04-16', 9335931, 16, 8),
('2025-07-04', 2706547, 15, 10),
('2025-06-29', 6107362, 11, 12),
('2022-12-08', 2936160, 12, 10),
('2023-07-06', 5909691, 1, 1),
('2023-12-03', 5499215, 4, 18),
('2025-06-14', 6205561, 13, 2),
('2024-04-22', 9924354, 6, 12),
('2023-02-26', 5493750, 9, 26),
('2024-02-08', 5358492, 17, 23),
('2023-09-18', 6862748, 8, 18),
('2023-09-13', 9082411, 12, 6),
('2022-07-24', 8477804, 11, 17),
('2022-06-06', 1506894, 9, 8),
('2023-08-09', 1555512, 18, 8),
('2022-04-07', 1970953, 20, 13),
('2025-08-24', 8315447, 13, 19),
('2025-08-14', 3971336, 3, 16),
('2022-11-10', 5253513, 10, 1),
('2025-06-06', 6903565, 19, 15),
('2025-04-06', 3232700, 15, 21),
('2025-12-16', 5598060, 16, 28),
('2024-08-18', 2161403, 13, 3),
('2022-12-26', 8512914, 2, 16),
('2023-12-09', 7041926, 3, 7),
('2025-11-08', 870827, 12, 11),
('2024-06-07', 3908551, 3, 18),
('2023-11-19', 8925745, 19, 5),
('2022-03-28', 9209495, 5, 17),
('2025-08-17', 3264788, 2, 8),
('2023-06-01', 3861470, 16, 2),
('2022-01-23', 4788027, 11, 21),
('2022-10-02', 9169820, 13, 9),
('2022-08-16', 2806028, 20, 10),
('2023-01-11', 4529928, 5, 1),
('2024-09-05', 1835216, 10, 29),
('2024-04-12', 5487270, 18, 5),
('2023-12-30', 8072805, 17, 7),
('2023-03-28', 4646975, 4, 29),
('2022-10-02', 3756477, 10, 25),
('2024-08-03', 848720, 20, 14),
('2022-07-31', 1371092, 17, 1),
('2024-06-08', 8988161, 15, 6),
('2025-11-18', 5197621, 3, 5),
('2024-10-25', 1252386, 12, 14),
('2024-05-04', 6289852, 7, 16),
('2024-12-28', 1383217, 14, 7),
('2023-11-15', 3635760, 9, 18),
('2022-12-28', 2162551, 11, 17),
('2023-10-25', 9403376, 16, 28),
('2023-02-28', 7033670, 17, 9),
('2025-08-27', 8333635, 14, 9),
('2023-12-30', 8190409, 7, 20),
('2025-03-23', 5221567, 1, 29),
('2025-08-07', 3022200, 12, 13),
('2025-02-17', 2400585, 6, 29),
('2025-05-30', 5203083, 10, 2),
('2023-10-05', 6874664, 12, 1),
('2024-07-18', 4074603, 4, 16),
('2023-01-31', 2773309, 4, 27),
('2025-02-28', 3602216, 2, 9),
('2023-02-06', 4619331, 10, 13),
('2024-09-01', 7709968, 2, 20),
('2025-08-10', 5152730, 4, 24),
('2025-07-27', 8259129, 3, 12),
('2022-06-05', 2537723, 3, 20),
('2024-04-16', 5313468, 16, 28),
('2024-12-16', 5617875, 6, 11),
('2022-05-30', 980524, 19, 5),
('2022-06-22', 6789804, 1, 22),
('2023-03-12', 7732126, 20, 1),
('2024-02-22', 3193402, 1, 5),
('2023-10-19', 2028682, 6, 4),
('2023-04-05', 6728739, 13, 6),
('2023-07-03', 2701744, 1, 21),
('2024-01-21', 8622858, 3, 13),
('2025-03-13', 3668830, 18, 10),
('2024-12-21', 9858127, 14, 25),
('2025-08-25', 3456099, 7, 5),
('2023-07-25', 7202169, 6, 20),
('2024-01-27', 2814387, 16, 26),
('2024-08-29', 4396472, 1, 9),
('2024-09-16', 5566135, 8, 9),
('2025-01-30', 8818771, 20, 26),
('2022-10-28', 5147354, 8, 4),
('2022-10-13', 1132419, 5, 24),
('2025-06-21', 9841922, 12, 27),
('2025-08-24', 656608, 1, 27),
('2025-12-19', 5438204, 7, 27),
('2023-07-21', 5233499, 19, 10),
('2025-03-27', 8362677, 5, 4),
('2022-09-24', 1563375, 15, 9),
('2023-01-20', 3998583, 20, 5),
('2025-03-09', 6038285, 16, 29),
('2022-04-28', 4743265, 8, 26),
('2025-09-12', 4147865, 16, 9),
('2025-05-04', 7631133, 3, 9),
('2024-11-24', 7942538, 20, 4),
('2024-02-22', 5065842, 5, 12),
('2025-07-26', 9252805, 13, 11),
('2025-07-22', 7731648, 20, 3),
('2025-07-30', 8220404, 12, 23),
('2025-08-30', 4760556, 6, 2),
('2024-11-25', 1184788, 1, 23),
('2022-06-18', 4026966, 16, 4),
('2025-08-30', 8769144, 1, 27),
('2023-03-08', 2161686, 8, 20),
('2022-01-13', 3674385, 8, 16),
('2025-06-27', 6554057, 13, 4),
('2022-10-19', 4540059, 7, 10),
('2022-04-05', 7711410, 2, 1),
('2025-07-05', 2307483, 6, 4),
('2022-12-23', 745476, 15, 13),
('2023-10-25', 3331689, 1, 13),
('2024-04-02', 6649498, 14, 3),
('2022-07-13', 6261625, 13, 9),
('2022-03-29', 7395048, 18, 19),
('2023-08-13', 4711724, 1, 29),
('2024-08-17', 5675464, 3, 21),
('2024-09-29', 2203312, 15, 7),
('2024-02-15', 5237745, 4, 24),
('2024-01-04', 8460380, 10, 5),
('2025-11-18', 5000733, 17, 25),
('2024-04-24', 7408316, 13, 12),
('2025-01-04', 8220307, 3, 12),
('2023-10-28', 1385614, 8, 25),
('2022-11-24', 1442643, 18, 14),
('2022-09-24', 9201359, 6, 22),
('2024-08-12', 8159076, 20, 12),
('2025-04-19', 3201920, 16, 1),
('2022-09-14', 6073899, 17, 5),
('2023-08-24', 1788052, 16, 28),
('2024-10-31', 6928891, 1, 5),
('2024-07-20', 8154944, 10, 8),
('2025-06-21', 3703179, 1, 25),
('2025-12-18', 6846073, 12, 22),
('2022-08-26', 4396438, 10, 9),
('2025-04-11', 4901422, 1, 8),
('2024-12-19', 7425994, 5, 23),
('2022-03-26', 7880685, 9, 26),
('2022-01-11', 3538050, 12, 24),
('2022-02-02', 4217685, 17, 19),
('2025-09-22', 2346095, 12, 19),
('2023-05-27', 6728790, 13, 2),
('2025-06-29', 1987902, 17, 15),
('2024-09-23', 4388897, 18, 22),
('2023-06-20', 4507970, 15, 7),
('2022-02-08', 2770116, 2, 28),
('2024-08-25', 696884, 1, 10),
('2025-05-22', 1016142, 10, 5),
('2025-08-15', 9075021, 13, 26),
('2023-06-04', 2060697, 6, 23),
('2023-11-18', 1055591, 1, 28),
('2025-04-11', 5497732, 19, 13),
('2024-02-18', 2177280, 5, 24),
('2022-01-17', 1771753, 12, 10),
('2024-05-09', 4995226, 9, 9),
('2022-10-01', 8564940, 16, 23),
('2025-08-01', 7880174, 20, 14),
('2024-11-15', 7420800, 13, 6),
('2022-09-16', 9054265, 2, 16),
('2024-03-20', 9192805, 19, 30),
('2023-08-26', 6071317, 7, 5),
('2025-05-31', 3754737, 9, 17),
('2023-12-06', 5297996, 8, 22),
('2025-04-26', 9543260, 2, 1),
('2024-10-10', 7557155, 16, 8),
('2024-05-07', 7590300, 9, 14),
('2025-11-15', 9832370, 19, 26),
('2023-03-22', 6603289, 9, 10),
('2024-11-30', 9610890, 15, 4),
('2022-12-20', 4860876, 11, 1),
('2023-10-17', 7150044, 10, 10),
('2022-08-31', 6040829, 5, 2),
('2023-06-04', 6870610, 10, 17),
('2023-04-24', 8797074, 12, 18),
('2025-07-29', 3859754, 16, 16),
('2022-08-15', 2203631, 15, 5),
('2023-12-27', 6176300, 12, 16),
('2025-08-17', 4774633, 17, 28),
('2025-02-09', 4180353, 7, 20),
('2022-07-10', 4759239, 19, 14),
('2023-12-08', 3294880, 10, 12),
('2025-09-18', 2575950, 19, 20),
('2024-03-02', 667184, 8, 23),
('2024-02-26', 9560290, 17, 24),
('2024-06-29', 9881950, 13, 21),
('2023-08-22', 6389274, 11, 13),
('2023-07-08', 9620768, 9, 16),
('2024-12-29', 597449, 14, 30),
('2024-11-30', 6010125, 14, 5),
('2022-06-10', 9690068, 16, 26),
('2022-12-16', 7380340, 20, 6),
('2022-05-15', 1845496, 8, 6),
('2024-08-10', 3790664, 17, 28),
('2025-04-09', 3123686, 16, 19),
('2024-10-24', 3533326, 8, 2),
('2022-03-07', 6201571, 9, 8),
('2024-01-20', 7248668, 10, 11),
('2024-06-28', 9788075, 17, 26),
('2024-10-26', 7805592, 4, 21),
('2023-02-24', 4387915, 10, 21),
('2025-12-29', 9067138, 6, 21),
('2022-03-14', 8055787, 13, 30),
('2024-05-16', 5696915, 9, 16),
('2023-08-29', 8715759, 2, 14),
('2022-08-04', 7259710, 4, 10),
('2024-08-18', 4057871, 3, 17),
('2025-11-27', 825585, 17, 5),
('2024-06-20', 3475267, 16, 4),
('2022-03-01', 3611672, 6, 30),
('2025-11-13', 7566850, 12, 4),
('2022-10-26', 5247203, 10, 5),
('2025-05-18', 5364621, 17, 18),
('2022-11-15', 2305009, 1, 15),
('2025-08-11', 3346092, 3, 27),
('2023-01-10', 2313397, 5, 8),
('2023-06-09', 5636124, 20, 16),
('2024-01-21', 3500585, 17, 24),
('2022-02-02', 903994, 15, 9),
('2024-09-27', 564197, 5, 14),
('2022-02-05', 4389357, 6, 15),
('2022-02-03', 7571422, 19, 22),
('2023-01-23', 1030345, 10, 10),
('2022-06-18', 4161379, 5, 13),
('2023-08-26', 1823966, 10, 2),
('2024-01-07', 7170320, 13, 15),
('2022-07-14', 6837803, 5, 29),
('2024-06-30', 3615580, 5, 15),
('2022-06-08', 7404881, 2, 17),
('2025-12-04', 1214689, 2, 19),
('2024-10-25', 3098515, 19, 2),
('2022-06-26', 5735899, 19, 6),
('2025-04-24', 1272002, 9, 13),
('2022-08-03', 4213427, 14, 4),
('2024-11-08', 4625489, 4, 12),
('2025-06-03', 3143749, 12, 8),
('2022-07-10', 3454565, 15, 19),
('2024-01-29', 8155328, 11, 21),
('2023-10-20', 6008358, 14, 6),
('2023-09-20', 2169920, 3, 3),
('2023-11-25', 4309557, 6, 24),
('2022-09-24', 8619877, 5, 24),
('2025-09-23', 2842997, 9, 3),
('2022-05-04', 7312390, 11, 20),
('2022-04-15', 5488657, 5, 16),
('2022-04-01', 5052297, 7, 16),
('2022-08-28', 9710492, 16, 23),
('2025-10-01', 9905009, 3, 17),
('2024-10-01', 3395671, 14, 1),
('2025-05-06', 1554068, 10, 16),
('2023-06-09', 5574978, 3, 23),
('2023-07-28', 2627766, 11, 15),
('2025-02-19', 4546314, 17, 7),
('2025-07-11', 2963574, 8, 7),
('2024-08-23', 3537093, 17, 25),
('2024-02-11', 730267, 11, 11),
('2025-10-29', 2789187, 16, 27),
('2024-10-05', 7130556, 11, 11),
('2022-05-22', 9730836, 2, 24),
('2023-07-06', 6182085, 2, 16),
('2022-07-04', 6672044, 9, 27),
('2025-09-02', 895202, 1, 14),
('2022-02-03', 6222903, 15, 24),
('2024-02-10', 2456379, 14, 19),
('2022-02-25', 8655654, 4, 14),
('2023-12-10', 5858405, 4, 24),
('2023-08-04', 9257344, 7, 9),
('2025-04-25', 3275869, 9, 9),
('2022-08-26', 945021, 13, 22),
('2022-01-25', 9043460, 17, 30),
('2023-09-23', 5877118, 4, 30),
('2023-11-09', 2681307, 4, 16),
('2023-03-30', 4276515, 9, 21),
('2024-03-05', 7150243, 5, 16),
('2022-12-21', 7880588, 14, 25),
('2023-06-18', 5265377, 10, 3),
('2025-01-23', 6712546, 2, 15),
('2024-12-11', 7928992, 14, 12),
('2024-12-22', 3926610, 10, 15),
('2023-12-31', 6695970, 11, 23),
('2024-02-20', 6308978, 13, 21),
('2024-04-03', 7123595, 17, 24),
('2023-02-23', 8832316, 17, 5),
('2025-12-24', 1988246, 3, 12),
('2023-10-15', 8954994, 10, 18),
('2022-10-23', 1252774, 2, 7),
('2023-01-27', 7226217, 12, 3),
('2024-01-22', 1017925, 7, 8),
('2023-08-02', 3403513, 13, 25),
('2022-03-05', 6522901, 9, 13),
('2025-03-29', 2639066, 13, 19),
('2024-10-20', 5752820, 14, 24),
('2023-06-11', 1395356, 5, 12),
('2022-01-13', 8927928, 13, 28),
('2024-04-18', 5827843, 8, 17),
('2024-09-08', 3390306, 19, 29),
('2023-09-29', 1123830, 14, 3),
('2024-12-20', 3880319, 17, 29),
('2022-09-15', 5051348, 8, 8),
('2024-12-06', 6504525, 15, 24),
('2024-01-16', 2777650, 7, 29),
('2023-09-28', 4508796, 2, 20),
('2023-03-09', 5338147, 10, 18),
('2023-08-31', 2934258, 9, 21),
('2023-05-19', 6775661, 1, 29),
('2023-11-11', 3557772, 4, 10),
('2024-02-11', 4666685, 11, 30),
('2024-09-23', 9925179, 16, 25),
('2023-07-07', 3712001, 19, 28),
('2024-01-21', 8175751, 6, 26),
('2025-02-18', 3125324, 9, 8),
('2023-06-10', 4192836, 13, 2),
('2024-01-08', 1374698, 7, 6),
('2022-05-01', 8879780, 8, 9),
('2024-12-28', 5791785, 8, 29),
('2025-07-18', 5259271, 17, 21),
('2024-06-29', 1271161, 14, 28),
('2024-09-11', 1181939, 18, 1),
('2024-09-17', 4626230, 10, 25),
('2023-08-17', 1416758, 7, 4),
('2022-07-15', 1116630, 11, 16),
('2022-03-22', 8854494, 11, 22),
('2023-05-29', 971740, 12, 28),
('2023-01-17', 6305422, 14, 13),
('2024-09-16', 3784264, 15, 4),
('2022-10-20', 7504695, 9, 3),
('2025-12-17', 562509, 12, 12),
('2022-03-12', 1987917, 1, 18),
